label,jitter_mean,jitter_p95,flicker_std,flicker_hf_energy,sharpness_median,sharpness_p10,artifact_score,brisque_mean,ssim_mean,psnr_mean,vmaf_mean,file
s30_mi50_blend,3.4069358781762893,3.0007591546561456,0.658677900854025,559.336644800146,49.580244112851815,34.78406162367743,1.717800042321717,52.15205296495261,0.49354707307641615,12.860028640144705,0.823151,outputs\sweep\s30_mi50_blend.mp4
s30_mi50_mci,3.0117532594286374,2.7172012957797524,0.66391729432608,566.6247218514669,55.17702787965075,39.74556894794475,1.7297163565935,52.0014750531497,0.4879805193758509,12.691872687965585,0.717846,outputs\sweep\s30_mi50_mci.mp4
s40_mi50_mci,3.0972648497831745,2.7843909200679073,0.6871729722930369,575.9665216133689,44.48836413713425,30.557695384291403,1.6752033173668612,53.93064506139555,0.48040289086728705,12.342667460671022,2.036959,outputs\sweep\s40_mi50_mci.mp4
s40_mi60_mci,3.4084812224818113,3.4364263098876795,0.6220895356143418,582.5678944212619,42.97671839776506,30.08970405701778,1.6729719819705642,54.08905643712776,0.48017942136427716,12.143098315150569,1.976482,outputs\sweep\s40_mi60_mci.mp4
s40_tmix3_mi50_blend,0.44258176000752913,1.075535968432621,0.36921271361770114,112.45731187118983,21.994149623346736,14.85136511626619,1.5271142023541369,58.086626216656214,0.4985777938105264,12.74533584006505,6.047499,outputs\sweep\s40_tmix3_mi50_blend.mp4
s40_tmix3_mi50_mci,0.747219429051723,1.483429395318193,0.364817088950172,113.47702002904458,22.64702549510072,14.585907145143475,1.525551865130037,57.817598310688936,0.4973518937068004,12.708390793273232,5.719678,outputs\sweep\s40_tmix3_mi50_mci.mp4
